Deprem Kodu,Olus tarihi,Olus zamani,Enlem,Boylam,Derinlik,xM,MD,ML,Mw,Ms,Mb,Tip,Yer,Kayıp,Hasarlı Bina
19360502205730,1936.05.02,20:57:30,39.8,43.5,30,5.3,5,4.9,5.3,5,5,Ke,UNBULAK-TUZLUCA (IGDIR) [South East 3.2 km],0,0
19360202170826,1936.02.02,17:08:26,37.69,38.82,160,5.3,5,4.9,5.3,5,5,Ke,AKCAOREN-HILVAN (SANLIURFA) [North West 2.7 km],0,0
19360120022929,1936.01.20,2:29:30,35.8,32.11,140,5.3,5,4.9,5.3,5,5,Ke,AKDENIZ,0,0
19351013193222,1935.10.13,19:32:22,39.35,40.52,40,5.3,5,4.9,5.3,5,5,Ke,SENKOY-YEDISU (BINGOL) [South 7.2 km],0,0
19350818090010,1935.08.18,9:00:10,39.6,43.1,30,5.3,5,4.9,5.3,5,5,Ke,TUKENMEZ-HAMUR (AGRI) [North West 1.4 km],0,0
19350125143800,1935.01.25,14:38:00,41.1,43.9,30,5.3,5,4.9,5.3,5,5,Ke,AZERBAYCAN,0,0
19330925094650,1933.09.25,9:46:50,37,35.5,30,5.3,5,4.9,5.3,5,5,Ke,HASANBEYLI-SARICAM (ADANA) [South West 6.5 km],0,0
19321207075545,1932.12.07,7:55:46,36.71,27.33,60,5.3,5,4.9,5.3,5,5,Ke,DAT�A A�IKLARI-MUGLA (AKDENIZ),0,0
19310506202225,1931.05.06,20:22:25,37.5,39.5,30,5.3,5,4.9,5.3,5,5,Ke,SALUR-SIVEREK (SANLIURFA) [South West 0.7 km],0,0
19310112155534,1931.01.12,15:55:34,38.5,31.9,30,5.3,5,4.9,5.3,5,5,Ke,GOLYAKA-ILGIN (KONYA) [North East 5.5 km],0,0
19310112150612,1931.01.12,15:06:12,38.47,31.8,20,5.3,5,4.9,5.3,5,5,Ke,KUNDULLU-TUZLUKCU (KONYA) [East 1.3 km],0,0
19300803220603,1930.08.03,22:06:03,38.46,44.7,80,5.3,5,4.9,5.3,5,5,Ke,T�RKIYE-IRAN SINIR B�LGESI,0,0
19300409052747,1930.04.09,5:27:48,39.55,39.26,10,5.3,5,4.9,5.3,5,5,Ke,DERE-KEMAH (ERZINCAN) [South East 3.1 km],0,0
19300409050746,1930.04.09,5:07:46,39.7,34,30,5.3,5,4.9,5.3,5,5,Ke,ODEMISLI-AKCAKENT (KIRSEHIR) [North West 0.3 km],0,0
19290915131014,1929.09.15,13:10:15,40.25,38.76,50,5.3,5,4.9,5.3,5,5,Ke,CAMLIYAYLA-ALUCRA (GIRESUN) [South West 1.2 km],0,0
19281003005707,1928.10.03,0:57:08,40.47,33.42,70,5.3,5,4.9,5.3,5,5,Ke,BAKIRLI-SABANOZU (�ANKIRI) [East 3.6 km],0,0
19280506180000,1928.05.06,18:00:00,39.8,30.5,12,5.3,5,4.9,5.3,5,5,Ke,TEPEBASI (ESKISEHIR) [North East 1.9 km],0,0
19280410010318,1928.04.10,1:03:18,37.4,26.1,30,5.3,5,4.9,5.3,5,5,Ke,ONIKI ADALAR (AKDENIZ),0,0
19260422071200,1926.04.22,7:12:00,35.8,29.5,10,5.3,5,4.9,5.3,5,5,Ke,AKDENIZ,0,0
19260401050400,1926.04.01,5:04:00,35.8,29.5,10,5.3,5,4.9,5.3,5,5,Ke,AKDENIZ,0,0
19260303065840,1926.03.03,6:58:40,37,29.4,30,5.3,5,4.9,5.3,5,5,Ke,IBECIK-GOLHISAR (BURDUR) [North West 1.9 km],0,0
19250805050100,1925.08.05,5:01:00,38.1,29.8,30,5.3,5,4.9,5.3,5,5,Ke,BOZDAG-CIVRIL (DENIZLI) [West 2.2 km],0,0
19250415060138,1925.04.15,6:01:38,35.5,29,15,5.3,5,4.9,5.3,5,5,Ke,AKDENIZ,0,0
19250405031500,1925.04.05,3:15:00,35.5,29,15,5.3,5,4.9,5.3,5,5,Ke,AKDENIZ,0,0
19250404233436,1925.04.04,23:34:36,35.5,29,15,5.3,5,4.9,5.3,5,5,Ke,AKDENIZ,0,0
19250317153200,1925.03.17,15:32:00,37.2,26.2,15,5.3,5,4.9,5.3,5,5,Ke,ONIKI ADALAR (AKDENIZ),0,0
19250312012200,1925.03.12,1:22:00,40,42,30,5.3,5,4.9,5.3,5,5,Ke,KARACUHA-HORASAN (ERZURUM) [South East 1.6 km],0,0
19240927042742,1924.09.27,4:27:42,39.92,41.47,10,5.3,5,4.9,5.3,5,5,Ke,GERDEKKAYA-PASINLER (ERZURUM) [North West 2.0 km],0,0
19240910115939,1924.09.10,11:59:40,36.84,31.49,30,5.3,5,4.9,5.3,5,5,Ke,BUCAKSEYHLER-MANAVGAT (ANTALYA) [South East 2.1 km],0,0
19231026121316,1923.10.26,12:13:16,41.2,28.6,24,5.3,5,4.9,5.3,5,5,Ke,YASSIOREN-ARNAVUTKOY (ISTANBUL) [South 4.3 km],0,0
19220817150336,1922.08.17,15:03:36,36,28,15,5.3,5,4.9,5.3,5,5,Ke,AKDENIZ,0,0
19200704121758,1920.07.04,12:17:58,37.5,29,15,5.3,5,4.9,5.3,5,5,Ke,MEDET-TAVAS (DENIZLI) [South West 1.7 km],0,0
19200501063440,1920.05.01,6:34:40,37,28.7,30,5.3,5,4.9,5.3,5,5,Ke,YESILKOY-KOYCEGIZ (MUGLA) [North West 0.7 km],0,0
19190609154716,1919.06.09,15:47:17,40.68,33.89,10,5.3,5,4.9,5.3,5,5,Ke,IKIZOREN-YAPRAKLI (�ANKIRI) [South East 1.1 km],0,0
19180317131237,1918.03.17,13:12:37,35,27.5,30,5.3,5,4.9,5.3,5,5,Ke,AKDENIZ,0,0
19171227074200,1917.12.27,7:42:00,40.5,26,10,5.3,5,4.9,5.3,5,5,Ke,SAROS K�RFEZI (EGE DENIZI),0,0
19170310173900,1917.03.10,17:39:00,41.9,36.9,30,5.3,5,4.9,5.3,5,5,Ke,SAMSUN A�IKLARI (KARADENIZ),0,0
19740709023215,1974.07.09,2:32:16,36.57,28.48,49,5.3,4.9,5,5.3,4.9,5,Ke,AKDENIZ,0,0
19720426063023,1972.04.26,6:30:23,39.43,26.36,18,5.3,5,5,5.3,5.1,5,Ke,EDREMIT K�RFEZI (EGE DENIZI),0,0
19710817042933,1971.08.17,4:29:33,37.09,36.77,35,5.3,5,5,5.3,5.1,5,Ke,TOPLAMALAR-NURDAGI (GAZIANTEP) [North West 1.1 km],0,0
19710701121330,1971.07.01,12:13:31,36.36,43.46,45,5.3,5,5,5.3,5.1,5,Ke,IRAK,0,0
19710629090812,1971.06.29,9:08:12,37.11,36.85,35,5.3,5,5,5.3,5.1,5,Ke,DURMUSLAR-NURDAGI (GAZIANTEP) [North East 1.6 km],0,0
19700422052406,1970.04.22,5:24:06,39.02,29.77,37,5.3,5,5,5.3,5,5,Ke,SARAYCIK-ALTINTAS (K�TAHYA) [North West 3.8 km],0,0
19700419133341,1970.04.19,13:33:41,40,30.9,10,5.3,4.9,5,5.3,5,5,Ke,TAYCILAR-TEPEBASI (ESKISEHIR) [North West 2.4 km],0,0
19690906203040,1969.09.06,20:30:40,36.73,28.35,72,5.3,5,5,5.3,5.1,5,Ke,G�NL�CE A�IKLARI-MUGLA (AKDENIZ),0,0
19680925205215,1968.09.25,20:52:16,39.24,40.29,41,5.3,5,5,5.3,5.1,5,Ke,DALLICA-KIGI (BINGOL) [South West 1.5 km],0,0
19680924041953,1968.09.24,4:19:53,39.19,40.29,8,5.3,5,5,5.3,5.1,5,Ke,DARKOPRU-KIGI (BINGOL) [West 0.4 km],0,0
19680810042801,1968.08.10,4:28:01,37,43.13,42,5.3,5,5,5.3,5.1,5,Ke,IRAK,0,0
19680207222219,1968.02.07,22:22:19,36.65,26.74,153,5.3,5,5,5.3,5.1,5,Ke,AKDENIZ,0,0
19671026045539,1967.10.26,4:55:39,37.22,29.05,46,5.3,5,5,5.3,5.1,5.1,Ke,ALPA-TAVAS (DENIZLI) [North West 0.6 km],0,0
19631112070635,1963.11.12,7:06:36,35.48,29.61,83,5.3,5,5,5.3,5.1,5.1,Ke,AKDENIZ,0,0
19630726194639,1963.07.26,19:46:39,36.84,28.76,80,5.3,5,5,5.3,5.1,5.1,Ke,GOLBASI-ORTACA (MUGLA) [South East 1.0 km],0,0
19630329030917,1963.03.29,3:09:18,40.29,26.15,50,5.3,5,5,5.3,5.1,5.1,Ke,KEMALYERI A�IKLARI-�ANAKKALE (EGE DENIZI),0,0
19611203183157,1961.12.03,18:31:58,41.11,44.18,20,5.3,5,5,5.3,5.1,5.1,Ke,AZERBAYCAN,0,0
19610227215438,1961.02.27,21:54:38,36.59,27.02,60,5.3,5,5,5.3,5.1,5.1,Ke,ONIKI ADALAR (AKDENIZ),0,0
19610223214557,1961.02.23,21:45:58,36.75,27.07,80,5.3,5,5,5.3,5.1,5.1,Ke,KOS ADASI (AKDENIZ),0,0
19590928101622,1959.09.28,10:16:22,35.74,30.08,100,5.3,5,5,5.3,5.1,5.1,Ke,AKDENIZ,0,0
19590712165231,1959.07.12,16:52:31,36.03,26.28,80,5.3,5,5,5.3,5.1,5.1,Ke,AKDENIZ,0,0
19580527182746,1958.05.27,18:27:47,36.8,26.76,160,5.3,5,5,5.3,5.1,5.1,Ke,ONIKI ADALAR (AKDENIZ),0,0
19580114133449,1958.01.14,13:34:50,39.48,40.41,60,5.3,5,5,5.3,5.1,5.1,Ke,AYANOGLU-YEDISU (BINGOL) [North West 1.1 km],0,0
19570921201659,1957.09.21,20:16:59,40.75,34.02,40,5.3,5,5,5.3,5.1,5.1,Ke,MUSELLIM-YAPRAKLI (�ANKIRI) [South East 0.6 km],0,0
19570707055858,1957.07.07,5:58:58,39.37,40.46,60,5.3,5,5,5.3,5.1,5.1,Ke,CEVIZLI-ADAKLI (BINGOL) [North East 6.2 km],0,0
19570526091359,1957.05.26,9:14:00,41.34,30.7,100,5.3,5,5,5.3,5.1,5.1,Ke,KOCAALI A�IKLARI-SAKARYA (KARADENIZ),0,0
19561029073501,1956.10.29,7:35:02,35.8,26.59,30,5.3,5,5,5.3,5.1,5.1,Ke,AKDENIZ,0,0
19560730054713,1956.07.30,5:47:13,35,26,30,5.3,5,5,5.3,5.1,5.1,Ke,AKDENIZ,0,0
19540323125853,1954.03.23,12:58:53,40.58,27.12,10,5.3,5,5,5.3,5.1,5.1,Ke,SARKOY (TEKIRDAG) [South 3.9 km],0,0
19530618054411,1953.06.18,5:44:12,41.8,26.55,30,5.3,5,5,5.3,5.1,5.1,Ke,YOLUSTU- (EDIRNE) [North West 0.9 km],0,0
19530502183744,1953.05.02,18:37:44,38.51,26.55,60,5.3,5,5,5.3,5.1,5.1,Ke,EGLENHOCA-KARABURUN (IZMIR) [South West 4.0 km],0,0
19501128175323,1950.11.28,17:53:24,39.73,28.05,40,5.3,5,5,5.3,5.1,5.1,Ke,KARAKAYA- (BALIKESIR) [South East 2.3 km],0,0
19491013102839,1949.10.13,10:28:39,36.75,44.47,70,5.3,5,5,5.3,5.1,5.1,Ke,ANADAG-SEMDINLI (HAKKARI) [South East 31.8 km],0,0
19490513201407,1949.05.13,20:14:07,40.94,32.71,20,5.3,5,5,5.3,5.1,5.1,Ke,INCEBOGAZ-ESKIPAZAR (KARAB�K) [West 0.3 km],0,0
19480211223124,1948.02.11,22:31:24,35.5,27.2,15,5.3,5,5,5.3,5.1,5.1,Ke,AKDENIZ,0,0
19460716194530,1946.07.16,19:45:31,38.63,31.15,40,5.3,5,5,5.3,5.1,5.1,Ke,EBER-CAY (AFYONKARAHISAR) [North East 3.9 km],0,0
19450115053000,1945.01.15,5:30:00,38.4,44.2,32,5.3,5,5,5.3,5.1,5.1,Ke,KOCBASI-SARAY (VAN) [West 3.9 km],0,0
19440202033317,1944.02.02,3:33:17,40.74,31.44,40,5.3,5,5,5.3,5.1,5.1,Ke,ELMALIK- (BOLU) [North West 1.4 km],0,0
19440105050503,1944.01.05,5:05:03,36.4,27.4,150,5.3,5,5,5.3,5.1,5.1,Ke,KOS ADASI (AKDENIZ),0,0
19390809234351,1939.08.09,23:43:51,39.91,29.81,60,5.3,5,5,5.3,5.1,5.1,Ke,AKSUTEKKE-BOZUYUK (BILECIK) [South West 0.7 km],0,0
19380531175521,1938.05.31,17:55:22,40.9,33.73,10,5.3,5,5,5.3,5.1,5.1,Ke,YERKUYU-ILGAZ (�ANKIRI) [South East 0.7 km],0,0
19360921114124,1936.09.21,11:41:25,41.21,33.53,20,5.3,5,5,5.3,5.1,5.1,Ke,ENBIYA-IHSANGAZI (KASTAMONU) [South East 1.7 km],0,0
19360428231529,1936.04.28,23:15:29,36.15,26.35,115,5.3,5,5,5.3,5.1,5.1,Ke,AKDENIZ,0,0
19320507145417,1932.05.07,14:54:18,36.22,44.73,80,5.3,5,5,5.3,5.1,5.1,Ke,IRAK,0,0
19310420203340,1931.04.20,20:33:40,35,27,15,5.3,5,5,5.3,5.1,5.1,Ke,AKDENIZ,0,0
19300508142300,1930.05.08,14:23:00,38,44.5,30,5.3,5,5,5.3,5.1,5.1,Ke,KIZILCA-BASKALE (VAN) [South East 20.7 km],0,0
19300208052017,1930.02.08,5:20:18,38.52,39.4,100,5.3,5,5,5.3,5.1,5.1,Ke,CEVIZDERE- (ELAZIG) [South East 3.2 km],0,0
19290327074146,1929.03.27,7:41:47,36.63,26.68,106,5.3,5,5,5.3,5.1,5.1,Ke,AKDENIZ,0,0
19260705092155,1926.07.05,9:21:55,36.52,26.69,140,5.3,5,5,5.3,5.1,5.1,Ke,AKDENIZ,0,0
19260321220500,1926.03.21,22:05:00,35.8,29.5,10,5.3,5,5,5.3,5.1,5.1,Ke,AKDENIZ,0,0
19251218022842,1925.12.18,2:28:42,37.4,30.4,15,5.3,5,5,5.3,5.1,5.1,Ke,KECILI-BUCAK (BURDUR) [North East 1.3 km],0,0
19250816205824,1925.08.16,20:58:24,38,30,15,5.3,5,5,5.3,5.1,5.1,Ke,KORKUYU-EVCILER (AFYONKARAHISAR) [South West 0.7 km],0,0
19250513225117,1925.05.13,22:51:17,41.3,43.6,18,5.3,5,5,5.3,5.1,5.1,Ke,G�RCISTAN,0,0
19240913204508,1924.09.13,20:45:09,40.24,41.94,10,5.3,5,5,5.3,5.1,5.1,Ke,KOYUNOREN-NARMAN (ERZURUM) [South East 2.6 km],0,0
19210522212316,1921.05.22,21:23:16,37,28.7,32,5.3,5,5,5.3,5.1,5.1,Ke,YESILKOY-KOYCEGIZ (MUGLA) [North West 0.7 km],0,0
20220612183519,2022.06.12,18:35:19,38.8293,43.5588,5,5.3,0,5.1,5.3,0,0,Ke,AKCIFT- (VAN) [South West 1.8 km],0,0
20170808074219,2017.08.08,7:42:20,37.0192,27.6017,5,5.3,0,5.1,5.3,0,0,Ke,GOKOVA KORFEZI (AKDENIZ),0,0
19690324015934,1969.03.24,1:59:34,39.11,28.51,30,5.3,5,5.1,5.3,5,5,Ke,BARDAKCI-DEMIRCI (MANISA) [South West 1.7 km],0,0
20220927140830,2022.09.27,14:08:30,40.7888,42.8227,5,5.3,0,5.2,5.3,0,0,Ke,CULLU-GOLE (ARDAHAN) [North East 1.2 km],0,0
20220213182556,2022.02.13,18:25:56,41.0915,43.9442,5.5,5.3,0,5.2,5.3,0,0,Ke,ERMENISTAN,0,0
20140904210001,2014.09.04,21:00:02,36.24,30.9068,82.2,5.3,0,5.2,5.3,0,0,Ke,ANTALYA KORFEZI (AKDENIZ),0,0
20130311145709,2013.03.11,14:57:09,36.7805,43.4153,6,5.3,0,5.2,5.3,0,0,Ke,IRAK,0,0
19710711201256,1971.07.11,20:12:56,37.16,36.85,19,5.3,5.2,5.2,5.3,5.3,5,Ke,ICERISU-NURDAGI (GAZIANTEP) [South East 0.9 km],0,0
19690430202032,1969.04.30,20:20:32,39.12,28.52,8,5.3,5.1,5.2,5.3,5.2,5,Ke,BARDAKCI-DEMIRCI (MANISA) [South East 0.7 km],0,0
19680727024551,1968.07.27,2:45:51,35.43,27.92,29,5.3,5.1,5.2,5.3,5.2,5,Ke,AKDENIZ,0,0
20211130040040,2021.11.30,4:00:40,37.6752,26.0065,7.2,5.3,0,5.3,5.3,0,0,Ke,ONIKI ADALAR (AKDENIZ),0,0
20210413202803,2021.04.13,20:28:03,36.5012,27.0728,8.9,5.3,0,5.3,5.3,0,0,Ke,ONIKI ADALAR (AKDENIZ),0,0
20200605180619,2020.06.05,18:06:20,38.2457,38.74,5.4,5.3,0,5.3,5.3,0,0,Ke,BALPINARI-PUTURGE (MALATYA) [South East 0.5 km],0,0
20051210000947,2005.12.10,0:09:48,39.3647,40.8557,5,5.3,0,5.3,5.3,0,5.2,Ke,KIZILCUBUK-KARLIOVA (BINGOL) [South 3.6 km],0,0
20050730214502,2005.07.30,21:45:02,39.41,33.1,16,5.3,0,5.3,5.3,0,0,Ke,AFSAR-BALA (ANKARA) [South East 5.4 km],0,0
20041220230214,2004.12.20,23:02:14,37.05,28.26,11,5.3,0,5.3,5.3,0,0,Ke,KUYUCAK- (MUGLA) [South West 3.8 km],0,0
19710223194123,1971.02.23,19:41:23,39.62,27.32,10,5.3,5.3,5.3,5.3,5.1,5,Ke,KUCUKSAPCI-HAVRAN (BALIKESIR) [West 1.2 km],0,0
19670130012028,1967.01.30,1:20:29,41.09,44.31,11,5.4,5.3,5.3,5.3,5.4,5,Ke,AZERBAYCAN,0,0
19660507130816,1966.05.07,13:08:17,37.75,27.79,9,5.4,5.3,5.3,5.3,5.4,5,Ke,BOYDERE-KOCARLI (AYDIN) [North 2.4 km],0,0
19650102134743,1965.01.02,13:47:43,36.46,26.1,59,5.3,0,5.3,5.3,4.9,5,Ke,AKDENIZ,0,0
20221120232500,2022.11.20,23:25:00,35.835,26.4338,75.7,5.4,0,5.4,5.3,0,0,Ke,AKDENIZ,0,0
20210126111743,2021.01.26,11:17:44,36.2242,41.0925,30.4,5.4,0,5.4,5.3,0,0,Ke,SURIYE,0,0
20180424003429,2018.04.24,0:34:29,37.5217,38.5032,13.2,5.4,0,5.4,5.3,0,0,Ke,KIRMACIK-SAMSAT (ADIYAMAN) [South East 3.7 km],0,0
20161220060343,2016.12.20,6:03:44,36.5677,26.9252,121.5,5.4,0,5.4,5.3,0,0,Ke,ONIKI ADALAR (AKDENIZ),0,0
19640718034019,1964.07.18,3:40:19,36.13,26.01,99,5.4,0,5.4,5.3,5,5,Ke,AKDENIZ,0,0
20201205124439,2020.12.05,12:44:40,35.9943,31.8,98.6,5.5,0,5.5,5.3,0,0,Ke,AKDENIZ,0,0
20151202232706,2015.12.02,23:27:07,39.2815,40.2353,5,5.5,0,5.5,5.3,0,0,Ke,YAZGUNU-KIGI (BINGOL) [North West 2.1 km],0,0
20150417020541,2015.04.17,2:05:42,35.1015,26.8012,19.9,5.5,0,5.5,5.3,0,0,Ke,GIRIT ADASI ACIKLARI (AKDENIZ),0,0
20071226234709,2007.12.26,23:47:10,39.418,33.0882,5.5,5.5,0,5.5,5.3,0,0,Ke,AFSAR-BALA (ANKARA) [South East 4.1 km],0,0
19701220110146,1970.12.20,11:01:47,39.36,29.24,26,5.5,5.4,5.5,5.3,5.5,5,Ke,EMET (K�TAHYA) [North West 2.3 km],0,0
19710413125238,1971.04.13,12:52:39,39.03,29.8,41,5.4,5.1,0,5.4,5.2,5.1,Ke,SARAYCIK-ALTINTAS (K�TAHYA) [North West 2.3 km],0,0
19700103065446,1970.01.03,6:54:46,41.81,43.35,41,5.4,4.8,4.8,5.4,4.8,5.1,Ke,G�RCISTAN,0,0
19690416225540,1969.04.16,22:55:41,35.32,27.77,52,5.4,5.1,4.8,5.4,5.2,5.1,Ke,AKDENIZ,0,0
19680815022943,1968.08.15,2:29:43,35.18,26.7,48,5.4,5,4.8,5.4,5.1,5.1,Ke,AKDENIZ,0,0
19690514100517,1969.05.14,10:05:17,35.33,27.72,43,5.4,5.1,4.9,5.4,5.2,5.1,Ke,AKDENIZ,0,0
19670722180955,1967.07.22,18:09:55,40.72,30.51,35,5.4,5,4.9,5.4,5,5.1,Ke,EKINLI-ERENLER (SAKARYA) [North East 3.5 km],0,0
19721202132822,1972.12.02,13:28:23,35.28,27.06,36,5.4,5.1,5,5.4,5.2,5.1,Ke,AKDENIZ,0,0
19690416232106,1969.04.16,23:21:06,35.23,27.72,58,5.4,5.1,5,5.4,5.2,5.1,Ke,AKDENIZ,0,0
20200625100327,2020.06.25,10:03:28,38.4658,44.1668,5.3,5.4,0,5.1,5.4,0,0,Ke,ORENBURC-SARAY (VAN) [South 1.2 km],0,0
19731112001149,1973.11.12,0:11:49,35.4,27.65,21,5.4,5.1,5.1,5.4,5.2,5.1,Ke,AKDENIZ,0,0
19700903053210,1970.09.03,5:32:10,39.6,38.78,22,5.4,5.1,5.1,5.4,5.2,5.1,Ke,ATMA-KEMAH (ERZINCAN) [North West 2.4 km],0,0
19700424033339,1970.04.24,3:33:39,39.01,29.7,44,5.4,5.1,5.1,5.4,5.1,5.1,Ke,CUKUROREN-GEDIZ (K�TAHYA) [North West 3.3 km],0,0
19690501180216,1969.05.01,18:02:16,35.41,27.68,51,5.4,5.1,5.1,5.4,5.2,5.1,Ke,AKDENIZ,0,0
19670623100655,1967.06.23,10:06:55,40.85,33.65,20,5.4,5.1,5.1,5.4,5.1,5.1,Ke,KUSCAYIRI-ILGAZ (�ANKIRI) [South East 1.1 km],0,0
19650628232702,1965.06.28,23:27:03,38,41.3,33,5.4,5.1,5.1,5.4,5.1,5.1,Ke,ESKIHAMUR-BESIRI (BATMAN) [South West 2.7 km],0,0
19630416184710,1963.04.16,18:47:11,35.88,44.36,70,5.4,5.1,5.1,5.4,5.2,5.1,Ke,IRAK,0,0
19620416071906,1962.04.16,7:19:06,36.15,27.23,140,5.4,5.1,5.1,5.4,5.2,5.1,Ke,AKDENIZ,0,0
19611128085846,1961.11.28,8:58:47,39.99,26.1,80,5.4,5.1,5.1,5.4,5.2,5.1,Ke,�VECIK A�IKLARI-�ANAKKALE (EGE DENIZI),0,0
19600916012803,1960.09.16,1:28:03,35.58,28.49,40,5.4,5.1,5.1,5.4,5.2,5.1,Ke,AKDENIZ,0,0
19600126130545,1960.01.26,13:05:46,37,28.93,72,5.4,5.1,5.1,5.4,5.2,5.1,Ke,SAZAK-KOYCEGIZ (MUGLA) [North East 4.6 km],0,0
19580904000300,1958.09.04,0:03:00,36.56,26.72,40,5.4,5.1,5.1,5.4,5.2,5.1,Ke,AKDENIZ,0,0
19580509024056,1958.05.09,2:40:57,36.61,27.6,67,5.4,5.1,5.1,5.4,5.2,5.1,Ke,MESUDIYE-DATCA (MUGLA) [South East 10.5 km],0,0
19580304113218,1958.03.04,11:32:18,36.34,27.85,120,5.4,5.1,5.1,5.4,5.2,5.1,Ke,AKDENIZ,0,0
19571226150144,1957.12.26,15:01:45,40.83,29.72,10,5.4,5.1,5.1,5.4,5.2,5.1,Ke,KALBURCU-KORFEZ (KOCAELI) [South West 1.0 km],0,0
19571205135531,1957.12.05,13:55:32,35.47,27.74,40,5.4,5.1,5.1,5.4,5.2,5.1,Ke,AKDENIZ,0,0
19570205172033,1957.02.05,17:20:33,36.37,28.88,60,5.4,5.1,5.1,5.4,5.2,5.1,Ke,�L�DENIZ A�IKLARI-MUGLA (AKDENIZ),0,0
19560223060436,1956.02.23,6:04:37,39.76,30.17,60,5.4,5.1,5.1,5.4,5.2,5.1,Ke,DUTLUCA-INONU (ESKISEHIR) [North 2.7 km],0,0
19530722150937,1953.07.22,15:09:38,39.24,28.43,10,5.4,5.1,5.1,5.4,5.2,5.1,Ke,DUVERTEPE-SINDIRGI (BALIKESIR) [North East 0.5 km],0,0
19521022041503,1952.10.22,4:15:03,36.83,27.6,40,5.4,5.1,5.1,5.4,5.2,5.1,Ke,G�KOVA K�RFEZI (AKDENIZ),0,0
19511105134354,1951.11.05,13:43:54,36,29,30,5.4,5.1,5.1,5.4,5.2,5.1,Ke,AKDENIZ,0,0
19501108100801,1950.11.08,10:08:02,38.27,39.16,50,5.4,5.1,5.1,5.4,5.2,5.1,Ke,UCPINAR-CUNGUS (DIYARBAKIR) [North West 1.5 km],0,0
19491123165105,1949.11.23,16:51:05,38.75,26.36,60,5.4,5.1,5.1,5.4,5.2,5.1,Ke,EGE DENIZI,0,0
19490817204532,1949.08.17,20:45:33,39.58,40.57,60,5.4,5.1,5.1,5.4,5.2,5.1,Ke,ILISU-TERCAN (ERZINCAN) [South West 5.1 km],0,0
19480210155859,1948.02.10,15:58:59,35.35,27.56,70,5.4,5.1,5.1,5.4,5.2,5.1,Ke,AKDENIZ,0,0
19451120062757,1945.11.20,6:27:58,38.63,43.33,10,5.4,5.1,5.1,5.4,5.2,5.1,Ke,YENIKOSK- (VAN) [South West 2.9 km],0,0
19450607012041,1945.06.07,1:20:41,41.17,33.25,10,5.4,5.1,5.1,5.4,5.2,5.1,Ke,YUKARIOBA-ARAC (KASTAMONU) [South 1.5 km],0,0
19441018125404,1944.10.18,12:54:05,40.89,33.47,10,5.4,5.1,5.1,5.4,5.2,5.1,Ke,KAVAKLI-ILGAZ (�ANKIRI) [North East 0.4 km],0,0
19441007213425,1944.10.07,21:34:25,39.22,26.58,10,5.4,5.1,5.1,5.4,5.2,5.1,Ke,AYVALIK A�IKLARI-BALIKESIR (EGE DENIZI),0,0
19431115114308,1943.11.15,11:43:09,36.81,28.84,83,5.4,5.1,5.1,5.4,5.2,5.1,Ke,GURKOY-DALAMAN (MUGLA) [North 3.5 km],0,0
19410523230047,1941.05.23,23:00:48,37.22,28.35,48,5.4,5.1,5.1,5.4,5.2,5.1,Ke,MUGLA (MUGLA) [North West 1.3 km],0,0
19410109181334,1941.01.09,18:13:34,38.03,27.4,70,5.4,5.1,5.1,5.4,5.2,5.1,Ke,BELEVI-SELCUK (IZMIR) [North West 4.7 km],0,0
19400816182323,1940.08.16,18:23:23,35.9,30.4,10,5.4,5.1,5.1,5.4,5.2,5.1,Ke,AKDENIZ,0,0
19400422122043,1940.04.22,12:20:43,39.62,39.89,20,5.4,5.1,5.1,5.4,5.2,5.1,Ke,OCAKBASI-UZUMLU (ERZINCAN) [North West 2.4 km],0,0
19400221005000,1940.02.21,0:50:00,38.4,35.3,30,5.4,5.1,5.1,5.4,5.2,5.1,Ke,CAYIROZU-DEVELI (KAYSERI) [South 2.6 km],0,0
19390725034028,1939.07.25,3:40:29,39.75,29.52,50,5.4,5.1,5.1,5.4,5.2,5.1,Ke,KARAKOY-DOMANIC (K�TAHYA) [North 1.3 km],0,0
19380116133635,1938.01.16,13:36:35,35.34,27.92,131,5.4,5.1,5.1,5.4,5.2,5.1,Ke,AKDENIZ,0,0
19380102105444,1938.01.02,10:54:44,35.4,26,14,5.4,5.1,5.1,5.4,5.2,5.1,Ke,AKDENIZ,0,0
19351022072942,1935.10.22,7:29:43,40.31,27.21,10,5.4,5.1,5.1,5.4,5.2,5.1,Ke,YENICIFTLIK-BIGA (�ANAKKALE) [North East 2.5 km],0,0
19321226190305,1932.12.26,19:03:05,36.9,34.73,60,5.4,5.1,5.1,5.4,5.2,5.1,Ke,YANPAR-AKDENIZ (MERSIN) [South East 2.4 km],0,0
19320629023007,1932.06.29,2:30:08,35.6,27.38,40,5.4,5.1,5.1,5.4,5.2,5.1,Ke,AKDENIZ,0,0
19310712222419,1931.07.12,22:24:20,39.15,26.34,10,5.4,5.1,5.1,5.4,5.2,5.1,Ke,MIDILLI ADASI (EGE DENIZI),0,0
19300523094800,1930.05.23,9:48:00,38,44.5,30,5.4,5.1,5.1,5.4,5.2,5.1,Ke,KIZILCA-BASKALE (VAN) [South East 20.7 km],0,0
19291111073615,1929.11.11,7:36:15,36.8,26.5,150,5.4,5.1,5.1,5.4,5.2,5.1,Ke,AKDENIZ,0,0
